salary_usd,job_title,salary_local,experience_level,company_location,company_size,employee_residence,remote_ratio,education_required,years_experience,industry,job_description_length,benefits_score,company_name,employment_type_FL,employment_type_FT,employment_type_PT,salary_currency_CAD,salary_currency_CHF,salary_currency_EUR,salary_currency_GBP,salary_currency_JPY,salary_currency_SGD,salary_currency_USD,posting_duration,AWS,Azure,Computer Vision,Data Visualization,Deep Learning,Docker,GCP,Git,Hadoop,Java,Kubernetes,Linux,MLOps,Mathematics,NLP,PyTorch,Python,R,SQL,Scala,Spark,Statistics,Tableau,TensorFlow
62379,118898.54564649124,6861690,0.0,131226.80012226684,2.0,129660.4507294766,50,1.0,1,122524.88981824348,1088,6.0,125432.11887271449,False,True,False,False,False,False,False,True,False,False,34,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
73138,117026.43936580967,73138,3.0,43765.79305704856,2.0,57799.217178759194,100,2.0,19,121127.23236765678,1574,9.4,122477.80073939395,False,False,False,False,False,False,False,False,False,True,45,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
308012,127497.96600947459,261810,3.0,130864.89733244799,2.0,118453.39422916668,0,3.0,19,123920.93793267975,852,8.5,119828.5926969697,False,True,False,False,False,True,False,False,False,False,34,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0
72475,121027.37247892222,72475,0.0,116649.10313411971,1.0,118453.39422916668,0,2.0,1,122524.88981824348,2425,8.7,125432.11887271449,False,True,False,False,False,False,False,False,False,True,61,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
71202,122296.86371105073,71202,0.0,160774.44582168458,0.0,154678.5805095472,0,2.0,0,123920.93793267975,2495,7.8,119828.5926969697,False,False,False,False,False,False,False,False,False,True,21,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
178194,121065.5112363969,151465,3.0,130864.89733244799,1.0,131432.81177962347,100,0.0,15,122524.88981824348,2376,7.5,121134.47297521816,False,True,False,False,False,True,False,False,False,False,34,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
26837,119771.69037790158,26837,0.0,43765.79305704856,1.0,57799.217178759194,0,1.0,0,123907.24640175262,1504,7.4,118326.856517193,False,False,False,False,False,False,False,False,False,True,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
97019,121638.74992410523,97019,1.0,116306.61368095898,1.0,125327.43515555555,50,1.0,4,122524.88981824348,1089,6.5,118337.19699517907,True,False,False,False,False,False,False,False,False,True,73,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
118655,121027.37247892222,100857,2.0,114742.8815534925,2.0,121665.77087455196,0,1.0,7,122381.52114165043,822,7.4,123787.58394685504,False,True,False,False,False,True,False,False,False,False,32,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
84059,120419.97521352161,9246490,1.0,131226.80012226684,0.0,129660.4507294766,100,3.0,2,123907.24640175262,2331,5.4,120359.4648923503,False,True,False,False,False,False,False,True,False,False,63,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
205243,119771.69037790158,256554,3.0,113746.56958184903,1.0,118722.46913553114,50,2.0,11,121046.11303042462,1170,8.7,124759.63652083334,True,False,False,True,False,False,False,False,False,False,67,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
65453,121065.5112363969,65453,1.0,116649.10313411971,0.0,119785.75976502732,50,3.0,4,124127.19528382148,818,8.8,124477.45845047,False,False,True,False,False,False,False,False,False,True,48,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
103929,121180.10279150744,103929,2.0,97736.13775175439,1.0,100103.87447146118,0,1.0,9,124127.19528382148,996,6.4,122111.38418310913,False,False,False,False,False,False,False,False,False,True,15,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
83770,120265.20777809255,9214700,1.0,131226.80012226684,1.0,119276.67010897436,0,2.0,3,120812.53269133334,1521,6.7,122187.41401641685,False,False,True,False,False,False,False,True,False,False,40,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
71511,121605.0716888889,60784,0.0,122934.0714931203,1.0,123778.5602185247,50,1.0,1,120643.85162628206,2237,5.2,122111.38418310913,True,False,False,False,False,True,False,False,False,False,72,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0
86602,121027.37247892222,86602,1.0,123530.21756312445,0.0,129291.17082945736,100,2.0,4,120643.85162628206,1231,6.9,120624.93089029983,False,True,False,False,False,False,False,False,False,True,72,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
57477,119771.69037790158,74720,0.0,129508.99829378532,0.0,127297.27498619958,50,2.0,1,121584.10820267188,665,6.8,124477.45845047,False,False,False,False,False,False,False,False,True,False,32,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
104741,122513.0502911138,11521510,1.0,131226.80012226684,1.0,129660.4507294766,50,3.0,4,125714.78119225723,595,6.6,118337.19699517907,False,True,False,False,False,False,False,True,False,False,33,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
257714,121180.10279150744,257714,3.0,158360.08205671902,0.0,154729.955231694,100,2.0,12,121584.10820267188,1875,5.9,118326.856517193,False,True,False,False,False,False,False,False,False,True,29,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
67170,127497.96600947459,7388700,0.0,131226.80012226684,0.0,129660.4507294766,100,1.0,0,122524.88981824348,2375,6.8,118326.856517193,True,False,False,False,False,False,False,True,False,False,60,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
145681,122513.0502911138,123829,2.0,118315.33478882577,2.0,118605.80015427929,0,0.0,5,122381.52114165043,808,7.1,121134.47297521816,False,False,True,False,False,True,False,False,False,False,69,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
118285,120419.97521352161,100542,1.0,118315.33478882577,2.0,121796.73522617208,50,1.0,2,120643.85162628206,1534,5.3,124593.67228891222,False,False,True,False,False,True,False,False,False,False,23,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0
151221,121638.74992410523,151221,2.0,141859.23520017072,1.0,143323.19758998937,0,2.0,6,125714.78119225723,638,8.6,123787.58394685504,True,False,False,False,False,False,False,False,False,True,30,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
97110,121027.37247892222,87399,0.0,172685.7496254045,2.0,165815.62862215628,50,3.0,0,123907.24640175262,825,8.7,122477.80073939395,False,True,False,False,True,False,False,False,False,False,70,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
142010,122296.86371105073,142010,2.0,116649.10313411971,2.0,118453.39422916668,0,0.0,9,125714.78119225723,590,5.7,122477.80073939395,False,False,False,False,False,False,False,False,False,True,47,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0
221988,126003.42222540097,188690,3.0,130864.89733244799,0.0,129549.32338095238,100,0.0,13,125714.78119225723,2002,9.2,118337.19699517907,False,True,False,False,False,True,False,False,False,False,20,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
171046,119771.69037790158,171046,3.0,141859.23520017072,0.0,143323.19758998937,100,3.0,13,120643.85162628206,1843,6.9,122477.80073939395,False,False,False,False,False,False,False,False,False,True,28,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
71257,122296.86371105073,71257,0.0,97736.13775175439,2.0,112517.86170037453,50,3.0,0,125714.78119225723,2459,8.3,120624.93089029983,False,True,False,False,False,False,False,False,False,True,18,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
109428,123455.98514601345,109428,2.0,124020.89985739283,0.0,121796.73522617208,0,1.0,5,123907.24640175262,2367,6.1,122111.38418310913,False,False,True,False,False,False,False,False,False,True,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0
221626,118898.54564649124,299195,3.0,125694.26679247017,1.0,119785.75976502732,100,1.0,13,123907.24640175262,1179,7.6,123787.58394685504,False,False,False,False,False,False,False,False,False,False,37,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
189458,124380.2992305099,142094,3.0,130012.48368322718,0.0,122788.34347854785,0,2.0,10,120367.39506170356,1518,5.1,122111.38418310913,False,False,False,False,False,False,True,False,False,False,25,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0
200620,121638.74992410523,180558,3.0,172685.7496254045,1.0,124021.16862287905,50,3.0,17,120367.39506170356,1920,5.4,123787.58394685504,False,False,True,False,True,False,False,False,False,False,62,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
205234,120419.97521352161,256543,3.0,113746.56958184903,0.0,114675.09254470286,50,1.0,18,120367.39506170356,809,7.8,124477.45845047,False,True,False,True,False,False,False,False,False,False,63,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
247132,122296.86371105073,247132,3.0,116649.10313411971,2.0,118453.39422916668,50,3.0,10,120643.85162628206,673,9.4,120624.93089029983,False,False,True,False,False,False,False,False,False,True,41,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
97358,124380.2992305099,97358,0.0,160774.44582168458,1.0,114675.09254470286,50,2.0,0,120812.53269133334,1847,7.1,120359.4648923503,False,False,False,False,False,False,False,False,False,True,53,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
57152,120265.20777809255,74298,0.0,129508.99829378532,1.0,127297.27498619958,0,2.0,0,123920.93793267975,1629,9.0,122111.38418310913,True,False,False,False,False,False,False,False,True,False,70,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
103950,127497.96600947459,88358,2.0,114742.8815534925,1.0,115660.84975247011,100,2.0,8,122381.52114165043,1220,7.7,122130.72615279279,False,False,True,False,False,True,False,False,False,False,43,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
112737,121638.74992410523,152195,2.0,125694.26679247017,0.0,124021.16862287905,0,1.0,5,124127.19528382148,820,9.9,124477.45845047,True,False,False,False,False,False,False,False,False,False,56,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0
81647,126003.42222540097,8981170,0.0,131226.80012226684,2.0,154729.955231694,50,2.0,1,121880.94338928694,2037,9.0,119828.5926969697,False,False,True,False,False,False,False,True,False,False,56,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
80194,118898.54564649124,80194,1.0,116306.61368095898,1.0,117272.31670919541,100,0.0,3,123920.93793267975,1331,6.4,121447.97372036037,False,False,True,False,False,False,False,False,False,True,39,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
50217,122549.92109788003,50217,2.0,43765.79305704856,2.0,57799.217178759194,0,2.0,7,120367.39506170356,677,8.8,124477.45845047,False,True,False,False,False,False,False,False,False,True,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
242187,119771.69037790158,314843,3.0,129508.99829378532,0.0,131432.81177962347,100,1.0,10,123907.24640175262,2106,5.2,125432.11887271449,True,False,False,False,False,False,False,False,True,False,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0
140261,120265.20777809255,140261,2.0,160774.44582168458,1.0,154678.5805095472,100,1.0,6,120092.12278012821,640,8.4,118326.856517193,True,False,False,False,False,False,False,False,False,True,55,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
92105,127497.96600947459,92105,1.0,116306.61368095898,0.0,118605.80015427929,50,3.0,4,124127.19528382148,1207,9.0,124759.63652083334,False,True,False,False,False,False,False,False,False,True,61,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
123667,122296.86371105073,123667,2.0,124020.89985739283,1.0,69847.72777302799,50,3.0,6,120367.39506170356,1651,9.9,123787.58394685504,False,False,True,False,False,False,False,False,False,True,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
93495,122513.0502911138,93495,1.0,141859.23520017072,0.0,143323.19758998937,0,1.0,3,120812.53269133334,1663,6.5,124759.63652083334,False,False,True,False,False,False,False,False,False,True,65,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
164403,122296.86371105073,221944,3.0,125694.26679247017,2.0,124021.16862287905,0,1.0,14,120643.85162628206,1244,6.3,122187.41401641685,False,True,False,False,False,False,False,False,False,False,59,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
161726,124380.2992305099,121295,2.0,130012.48368322718,1.0,121825.81368195718,50,1.0,8,120092.12278012821,1141,8.1,118326.856517193,False,False,True,False,False,False,True,False,False,False,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
65395,127497.96600947459,88283,0.0,125694.26679247017,0.0,124021.16862287905,100,1.0,0,124127.19528382148,2277,5.7,121134.47297521816,False,False,False,False,False,False,False,False,False,False,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
163112,122296.86371105073,163112,2.0,116306.61368095898,2.0,117272.31670919541,50,3.0,8,120812.53269133334,1351,5.6,125432.11887271449,False,False,True,False,False,False,False,False,False,True,55,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0
120372,122861.90977390528,120372,2.0,123530.21756312445,0.0,125832.35612855518,0,0.0,7,121127.23236765678,1014,5.1,122111.38418310913,False,False,True,False,False,False,False,False,False,True,70,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
80130,119771.69037790158,80130,0.0,158360.08205671902,2.0,154729.955231694,100,0.0,1,119905.16104714476,2374,7.3,118326.856517193,False,True,False,False,False,False,False,False,False,True,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
69483,124380.2992305099,69483,2.0,57707.94469455337,2.0,69847.72777302799,50,2.0,6,125714.78119225723,733,6.5,124759.63652083334,False,False,False,False,False,False,False,False,False,True,24,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
275292,120419.97521352161,275292,3.0,158360.08205671902,1.0,154729.955231694,50,2.0,16,120643.85162628206,572,9.9,123787.58394685504,True,False,False,False,False,False,False,False,False,True,16,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0
90173,117026.43936580967,76647,1.0,122934.0714931203,2.0,123778.5602185247,50,1.0,4,125714.78119225723,1158,7.8,120359.4648923503,False,False,False,False,False,True,False,False,False,False,65,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0
115690,119771.69037790158,12725900,1.0,131226.80012226684,2.0,124788.16943961353,100,2.0,3,123920.93793267975,2463,9.8,124477.45845047,False,False,False,False,False,False,False,True,False,False,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0
52110,122513.0502911138,52110,0.0,123530.21756312445,1.0,119080.62298168498,100,0.0,0,120367.39506170356,838,5.6,122477.80073939395,False,False,False,False,False,False,False,False,False,True,67,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
163804,124380.2992305099,163804,2.0,160774.44582168458,1.0,125327.43515555555,100,3.0,7,120367.39506170356,2440,8.9,122187.41401641685,False,False,False,False,False,False,False,False,False,True,62,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0
173688,122549.92109788003,147635,2.0,130864.89733244799,2.0,131432.81177962347,100,0.0,6,121880.94338928694,2247,8.2,125432.11887271449,False,False,True,False,False,True,False,False,False,False,33,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
244135,122549.92109788003,329582,3.0,125694.26679247017,1.0,124021.16862287905,100,2.0,17,123920.93793267975,2027,7.7,123787.58394685504,False,False,True,False,False,False,False,False,False,False,23,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
177041,122296.86371105073,177041,3.0,116306.61368095898,0.0,125327.43515555555,100,0.0,12,124127.19528382148,959,7.9,124477.45845047,False,False,False,False,False,False,False,False,False,True,24,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
113070,120265.20777809255,101763,1.0,172685.7496254045,1.0,118722.46913553114,0,3.0,4,125714.78119225723,1787,8.8,121134.47297521816,True,False,False,False,True,False,False,False,False,False,66,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
34381,122513.0502911138,34381,2.0,43765.79305704856,0.0,57799.217178759194,0,3.0,6,122524.88981824348,2339,5.2,123787.58394685504,False,False,False,False,False,False,False,False,False,True,20,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
102804,122053.19618785496,102804,3.0,57707.94469455337,1.0,69847.72777302799,100,3.0,11,120643.85162628206,1482,5.7,120624.93089029983,True,False,False,False,False,False,False,False,False,True,59,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
124994,122053.19618785496,106245,2.0,130864.89733244799,2.0,116462.12795638629,50,0.0,9,120092.12278012821,867,7.6,124477.45845047,False,False,False,False,False,True,False,False,False,False,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
48674,118898.54564649124,48674,2.0,43765.79305704856,1.0,116462.12795638629,100,0.0,9,125714.78119225723,2390,8.8,118337.19699517907,False,True,False,False,False,False,False,False,False,True,21,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
83060,118898.54564649124,62295,0.0,130012.48368322718,1.0,128906.90555944799,50,0.0,0,120092.12278012821,920,5.2,121447.97372036037,False,True,False,False,False,False,True,False,False,False,18,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
116877,121180.10279150744,151940,1.0,129508.99829378532,2.0,127297.27498619958,0,2.0,2,123907.24640175262,1090,9.4,122187.41401641685,False,False,True,False,False,False,False,False,True,False,61,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0
49966,119771.69037790158,49966,2.0,43765.79305704856,1.0,57799.217178759194,100,0.0,5,122381.52114165043,2239,5.7,118337.19699517907,False,False,False,False,False,False,False,False,False,True,41,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
109823,122513.0502911138,109823,2.0,124020.89985739283,0.0,115660.84975247011,0,0.0,7,121127.23236765678,590,6.4,124759.63652083334,False,False,False,False,False,False,False,False,False,True,18,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
89964,121180.10279150744,76469,1.0,130864.89733244799,1.0,119785.75976502732,100,2.0,2,120367.39506170356,1914,7.8,122477.80073939395,False,False,False,False,False,True,False,False,False,False,33,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
99897,122861.90977390528,89907,0.0,172685.7496254045,0.0,165815.62862215628,0,0.0,1,120367.39506170356,501,5.5,120624.93089029983,False,False,False,False,True,False,False,False,False,False,58,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
112037,126003.42222540097,100833,0.0,172685.7496254045,1.0,165815.62862215628,0,0.0,1,120812.53269133334,1799,5.3,118337.19699517907,False,True,False,False,True,False,False,False,False,False,51,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
97555,121027.37247892222,97555,1.0,123530.21756312445,0.0,121796.73522617208,0,1.0,3,121046.11303042462,1520,9.7,125432.11887271449,True,False,False,False,False,False,False,False,False,True,18,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
51067,124380.2992305099,51067,1.0,57707.94469455337,2.0,69847.72777302799,0,1.0,2,121127.23236765678,705,8.4,120359.4648923503,False,True,False,False,False,False,False,False,False,True,61,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
74645,121605.0716888889,100771,0.0,125694.26679247017,1.0,124021.16862287905,50,2.0,1,120643.85162628206,652,8.5,119828.5926969697,False,False,True,False,False,False,False,False,False,False,55,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
73008,123455.98514601345,8030880,1.0,131226.80012226684,0.0,129660.4507294766,50,2.0,3,121584.10820267188,1485,8.2,122187.41401641685,False,False,False,False,False,False,False,True,False,False,57,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
31006,118898.54564649124,31006,0.0,57707.94469455337,0.0,69847.72777302799,100,3.0,0,120643.85162628206,1097,9.2,123787.58394685504,False,True,False,False,False,False,False,False,False,True,46,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
101583,122840.68449392362,101583,2.0,97736.13775175439,0.0,114675.09254470286,0,2.0,9,120643.85162628206,1325,6.1,122111.38418310913,False,False,True,False,False,False,False,False,False,True,35,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
90261,121180.10279150744,90261,1.0,123530.21756312445,1.0,119785.75976502732,0,0.0,4,122524.88981824348,1414,6.5,122130.72615279279,False,False,False,False,False,False,False,False,False,True,15,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
111512,126003.42222540097,83634,1.0,130012.48368322718,1.0,124788.16943961353,0,1.0,2,121880.94338928694,1256,6.6,122111.38418310913,True,False,False,False,False,False,True,False,False,False,20,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0
135059,121605.0716888889,14856490,2.0,131226.80012226684,1.0,122061.9581682848,0,3.0,8,120812.53269133334,1857,8.1,118337.19699517907,False,False,True,False,False,False,False,True,False,False,62,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
188799,122053.19618785496,188799,3.0,158360.08205671902,0.0,154729.955231694,50,0.0,13,121127.23236765678,953,9.3,125432.11887271449,False,False,False,False,False,False,False,False,False,True,17,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
133225,122840.68449392362,133225,2.0,124020.89985739283,0.0,121796.73522617208,50,3.0,5,120812.53269133334,573,7.0,122111.38418310913,True,False,False,False,False,False,False,False,False,True,22,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
60400,118898.54564649124,60400,2.0,57707.94469455337,0.0,69847.72777302799,0,1.0,5,123907.24640175262,1043,5.6,121134.47297521816,True,False,False,False,False,False,False,False,False,True,26,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
114422,122840.68449392362,114422,2.0,124020.89985739283,1.0,121796.73522617208,100,1.0,7,121127.23236765678,2321,5.9,124593.67228891222,False,True,False,False,False,False,False,False,False,True,50,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
85322,122296.86371105073,85322,0.0,158360.08205671902,0.0,154729.955231694,100,1.0,1,123907.24640175262,2265,5.8,122187.41401641685,False,False,False,False,False,False,False,False,False,True,52,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
64462,120265.20777809255,54793,1.0,118315.33478882577,0.0,110237.20727719298,0,2.0,4,119905.16104714476,640,7.8,118337.19699517907,True,False,False,False,False,True,False,False,False,False,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
214640,124380.2992305099,268300,3.0,113746.56958184903,1.0,114675.09254470286,100,1.0,13,121880.94338928694,708,8.6,121447.97372036037,False,False,False,True,False,False,False,False,False,False,34,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
160700,122861.90977390528,160700,3.0,116649.10313411971,1.0,118453.39422916668,100,1.0,18,122381.52114165043,1966,6.4,124759.63652083334,False,True,False,False,False,False,False,False,False,True,37,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
114986,122549.92109788003,143733,2.0,113746.56958184903,0.0,118453.39422916668,0,3.0,9,123920.93793267975,1103,9.5,119828.5926969697,False,False,False,True,False,False,False,False,False,False,66,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
160285,121027.37247892222,120214,2.0,130012.48368322718,1.0,121796.73522617208,50,2.0,9,125714.78119225723,1719,5.4,124759.63652083334,False,False,True,False,False,False,True,False,False,False,56,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
184764,123455.98514601345,249431,3.0,125694.26679247017,2.0,126051.60082282282,100,2.0,17,121880.94338928694,2153,5.3,118326.856517193,False,True,False,False,False,False,False,False,False,False,33,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
168868,124380.2992305099,151981,1.0,172685.7496254045,2.0,165815.62862215628,50,1.0,3,125714.78119225723,2054,7.7,124477.45845047,True,False,False,False,True,False,False,False,False,False,66,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
59852,122053.19618785496,44889,0.0,130012.48368322718,0.0,128906.90555944799,50,3.0,1,120092.12278012821,1905,8.8,120359.4648923503,False,False,False,False,False,False,True,False,False,False,71,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0
127118,121180.10279150744,108050,2.0,118315.33478882577,0.0,115660.84975247011,100,3.0,6,125714.78119225723,610,6.6,120359.4648923503,False,False,False,False,False,True,False,False,False,False,19,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
62015,122513.0502911138,62015,0.0,123530.21756312445,2.0,125832.35612855518,50,3.0,1,122381.52114165043,1071,9.3,122130.72615279279,True,False,False,False,False,False,False,False,False,True,25,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
70434,121605.0716888889,59869,0.0,118315.33478882577,2.0,118605.80015427929,50,2.0,1,120812.53269133334,2274,6.7,122187.41401641685,True,False,False,False,False,True,False,False,False,False,25,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
